queue_id,created_at,title,classification,proposed_pixel_prompt,raw_content_pixel_art_prompt
a739366e-30ed-4cb4-8c60-151d3e14670a,2026-06-16T14:19:42.701858+00:00,"Girl, 8, among four hospitalised after multi-vehicle crash in Yishun",dagger,"16-bit JRPG pixel art style, Yishun HDB road intersection at dusk, multiple pixel art vehicles at awkward angles after collision, pixel art ambulance with flashing red lights, yellow police cordon tape, concerned pixel art bystanders on pavement, dramatic low orange sky lighting, dark atmospheric mood","16-bit JRPG pixel art style, Yishun HDB road intersection at dusk, multiple pixel art vehicles at awkward angles after collision, pixel art ambulance with flashing red lights, yellow police cordon tape, concerned pixel art bystanders on pavement, dramatic low orange sky lighting, dark atmospheric mood"
d50ede5a-e881-4d38-9320-308992263b93,2026-06-16T14:21:40.883194+00:00,Man arrested for breaking into Yishun flat,dagger,"16-bit JRPG pixel art style, Yishun HDB corridor at night, a broken door ajar with pixel art splinters, yellow police tape across the doorway, dim fluorescent corridor lighting casting long shadows, pixel art police officer silhouette in the background, dark atmospheric tones, Singapore HDB block aesthetic","16-bit JRPG pixel art style, Yishun HDB corridor at night, a broken door ajar with pixel art splinters, yellow police tape across the doorway, dim fluorescent corridor lighting casting long shadows, pixel art police officer silhouette in the background, dark atmospheric tones, Singapore HDB block aesthetic"
a7d7c4cc-7052-4958-8d11-5ff291e06f01,2026-06-16T14:23:30.102144+00:00,"Motorcyclist, 36, dies after accident in Yishun",dagger,"16-bit JRPG pixel art style, Yishun HDB road at night, overturned motorcycle on tarmac, pixel art ambulance with flashing red lights, yellow police cordon tape, dark atmospheric lighting, scattered debris on road, lone traffic cone, somber mood, no human figures visible","16-bit JRPG pixel art style, Yishun HDB road at night, overturned motorcycle on tarmac, pixel art ambulance with flashing red lights, yellow police cordon tape, dark atmospheric lighting, scattered debris on road, lone traffic cone, somber mood, no human figures visible"
b748c889-32da-4455-be80-f2afd19b8dc2,2026-06-16T14:25:21.23655+00:00,"22-year-old breaks into Yishun flat, steals bank cards and $520 — caught in 4 hours",dagger,"16-bit JRPG pixel art style, Yishun HDB corridor at night, a broken door ajar with pixel art splinters, scattered pixel coins and a glowing bank card on the floor, yellow police tape across the doorway, dim corridor lighting casting long shadows, dark atmospheric palette with orange HDB lamp glow","16-bit JRPG pixel art style, Yishun HDB corridor at night, a broken door ajar with pixel art splinters, scattered pixel coins and a glowing bank card on the floor, yellow police tape across the doorway, dim corridor lighting casting long shadows, dark atmospheric palette with orange HDB lamp glow"
0c009dd7-368a-48ac-830b-74d761544f9e,2026-06-16T14:27:22.537848+00:00,Elderly woman left bleeding on Yishun road after car crash,dagger,"16-bit JRPG pixel art style, Yishun HDB residential road at daytime, pixel art ambulance with flashing red lights, yellow road markings, concerned pixel bystanders gathered at a distance, crumpled pixel art vehicle near kerb, dramatic but muted colour palette, atmospheric emergency scene lighting","16-bit JRPG pixel art style, Yishun HDB residential road at daytime, pixel art ambulance with flashing red lights, yellow road markings, concerned pixel bystanders gathered at a distance, crumpled pixel art vehicle near kerb, dramatic but muted colour palette, atmospheric emergency scene lighting"
07798174-ea75-4d84-8e68-6b6a01c52697,2026-06-16T14:29:04.682781+00:00,Burst pipe floods 25 shops in Yishun in one go,clown,"16-bit JRPG pixel art style, Yishun HDB shopfront row at ground level, ankle-deep pixel art water flooding a row of small shops, goods floating out of doorways, a pixel art mop bucket tipped over, shopkeepers standing in doorways looking defeated, blue water tiles spreading across the floor, warm interior shop lighting contrasting with wet chaos outside, overcast sky, puddle reflections","16-bit JRPG pixel art style, Yishun HDB shopfront row at ground level, ankle-deep pixel art water flooding a row of small shops, goods floating out of doorways, a pixel art mop bucket tipped over, shopkeepers standing in doorways looking defeated, blue water tiles spreading across the floor, warm interior shop lighting contrasting with wet chaos outside, overcast sky, puddle reflections"
783c4613-6cb9-4d8e-a9d0-83f544cc269f,2026-06-16T14:30:47.021641+00:00,Tribecar mows down centre railings along Yishun road in apparent skid,clown,"16-bit JRPG pixel art style, Yishun road at daytime, a small white car-share vehicle resting crookedly against flattened silver centre road railings, bent metal poles scattered across pixel art tarmac, hazard lights blinking, distant HDB blocks in background, overcast sky, slightly comedic damage physics","16-bit JRPG pixel art style, Yishun road at daytime, a small white car-share vehicle resting crookedly against flattened silver centre road railings, bent metal poles scattered across pixel art tarmac, hazard lights blinking, distant HDB blocks in background, overcast sky, slightly comedic damage physics"
ee977a1c-9102-4249-b216-7cea511797f6,2026-06-16T14:32:48.19772+00:00,"Motorcyclist, 36, dies in Yishun accident despite first aid from bystanders and off-duty S",dagger,"16-bit JRPG pixel art style, Yishun HDB road at night, overturned motorcycle on tarmac, pixel art ambulance with flashing red lights in background, small group of pixel figures kneeling beside a fallen figure, yellow police cordon tape, dark atmospheric lighting with orange street lamp glow, somber palette of deep blues and amber","16-bit JRPG pixel art style, Yishun HDB road at night, overturned motorcycle on tarmac, pixel art ambulance with flashing red lights in background, small group of pixel figures kneeling beside a fallen figure, yellow police cordon tape, dark atmospheric lighting with orange street lamp glow, somber palette of deep blues and amber"
27c560a2-b4b7-475d-9d2e-5b5937a6a06e,2026-06-16T14:45:01.639235+00:00,"Yishun woman, 67, charged for feeding pigeons near multiple HDB blocks",clown,"16-bit JRPG pixel art style, Yishun HDB void deck daytime scene, dozens of pixel art pigeons clustered on the ground and railings, scattered breadcrumbs visible on pixel art pavement, warm afternoon lighting, cheerful but chaotic atmosphere, no human figures visible, classic SNES colour palette","16-bit JRPG pixel art style, Yishun HDB void deck daytime scene, dozens of pixel art pigeons clustered on the ground and railings, scattered breadcrumbs visible on pixel art pavement, warm afternoon lighting, cheerful but chaotic atmosphere, no human figures visible, classic SNES colour palette"
e3f0cb0c-2e19-4993-8560-c40862ad73bf,2026-06-16T14:47:04.609251+00:00,Yishun burglar caught red-handed with pliers and stolen IDs,dagger,"16-bit JRPG pixel art style, Yishun HDB corridor at night, pixel art police officers apprehending a crouching figure near a doorway, scattered pixel art ID cards and pliers on the floor, flickering fluorescent corridor lighting, dark blue atmospheric shadows, yellow police tape in background","16-bit JRPG pixel art style, Yishun HDB corridor at night, pixel art police officers apprehending a crouching figure near a doorway, scattered pixel art ID cards and pliers on the floor, flickering fluorescent corridor lighting, dark blue atmospheric shadows, yellow police tape in background"
c35b9148-1d1a-467b-b289-d5345f8082a8,2026-06-16T14:49:12.987127+00:00,"Fire tears through Yishun HDB flat, 1 hospitalised and 50 evacuated",dagger,"16-bit JRPG pixel art style, Yishun HDB block at night, orange and red fire glow emanating from a mid-floor flat window, pixel art smoke billowing upward, residents gathered at void deck below, pixel art SCDF fire engine with flashing lights parked outside, dark atmospheric sky, dramatic emergency lighting","16-bit JRPG pixel art style, Yishun HDB block at night, orange and red fire glow emanating from a mid-floor flat window, pixel art smoke billowing upward, residents gathered at void deck below, pixel art SCDF fire engine with flashing lights parked outside, dark atmospheric sky, dramatic emergency lighting"
1b453a7c-9336-4863-8001-bb6add23a2c4,2026-06-16T14:50:44.66921+00:00,"Sisters win appeal over late mum's Yishun coffee shop estate, brother loses rent share",heart,"16-bit JRPG pixel art style, Yishun HDB coffee shop exterior at daytime, warm golden lighting, pixel art signboard, two small pixel figures standing triumphantly outside a shopfront, legal document scroll icon floating above, heartwarming pastel colour palette, Singapore HDB void deck surroundings","16-bit JRPG pixel art style, Yishun HDB coffee shop exterior at daytime, warm golden lighting, pixel art signboard, two small pixel figures standing triumphantly outside a shopfront, legal document scroll icon floating above, heartwarming pastel colour palette, Singapore HDB void deck surroundings"
0c06b80e-d767-445e-88e6-85873f5875d6,2026-06-16T14:52:46.576123+00:00,Missing 83-year-old woman found safe in Yishun,heart,"16-bit JRPG pixel art style, Yishun HDB heartland environment, daytime scene, elderly pixel art figure reunited with family near an HDB void deck, warm golden lighting, pixel art potted plants and letterboxes in background, soft hopeful atmosphere, community neighbours watching with relief","16-bit JRPG pixel art style, Yishun HDB heartland environment, daytime scene, elderly pixel art figure reunited with family near an HDB void deck, warm golden lighting, pixel art potted plants and letterboxes in background, soft hopeful atmosphere, community neighbours watching with relief"
0a707840-2aa3-4975-bf47-3ef2103060fc,2026-06-16T14:54:42.83151+00:00,"Motorcyclist dies after skidding on Yishun road, blood left at scene",dagger,"16-bit JRPG pixel art style, Yishun HDB road at night, overturned pixel art motorcycle on tarmac, yellow police tape cordoning off road, flashing red and blue emergency vehicle lights reflecting on wet road surface, dark atmospheric lighting, no human figures visible, scattered debris on road, pixel art lamp posts casting orange glow","16-bit JRPG pixel art style, Yishun HDB road at night, overturned pixel art motorcycle on tarmac, yellow police tape cordoning off road, flashing red and blue emergency vehicle lights reflecting on wet road surface, dark atmospheric lighting, no human figures visible, scattered debris on road, pixel art lamp posts casting orange glow"
3e4dfed7-31c6-49d7-8e30-57790355a267,2026-06-16T14:56:32.29066+00:00,Yishun void deck turned 'private kitchen and storeroom' until town council steps in,clown,"16-bit JRPG pixel art style, Yishun HDB void deck daytime, cluttered with pixel art cooking pots, gas stove, cardboard boxes and plastic bags stacked against concrete pillars, a pixel art broom and mop leaning on the wall, warm fluorescent lighting, slightly chaotic cozy atmosphere, no people present","16-bit JRPG pixel art style, Yishun HDB void deck daytime, cluttered with pixel art cooking pots, gas stove, cardboard boxes and plastic bags stacked against concrete pillars, a pixel art broom and mop leaning on the wall, warm fluorescent lighting, slightly chaotic cozy atmosphere, no people present"
e2a60197-c7de-4100-b07f-88f3e3e96142,2026-06-16T14:58:27.042959+00:00,"Elderly woman struck by car on Yishun Ring Road, witnesses describe pool of blood",dagger,"16-bit JRPG pixel art style, Yishun HDB environment, night scene on a wide Singapore arterial road, pixel art ambulance with flashing red lights, yellow police cordon tape, concerned bystander pixel sprites standing at a distance, dark tarmac with dramatic lighting from emergency vehicle beacons, overhead street lamps casting orange glow, ominous atmospheric tone","16-bit JRPG pixel art style, Yishun HDB environment, night scene on a wide Singapore arterial road, pixel art ambulance with flashing red lights, yellow police cordon tape, concerned bystander pixel sprites standing at a distance, dark tarmac with dramatic lighting from emergency vehicle beacons, overhead street lamps casting orange glow, ominous atmospheric tone"
da4de0ce-f086-4b0b-9ed8-43977869cb5b,2026-06-16T15:00:18.333627+00:00,Crow shooting season opens in Yishun as culling resumes across 9 districts,clown,"16-bit JRPG pixel art style, Yishun HDB estate open field at dawn, large flock of pixel art crows perched on a void deck roof and lamp posts, a lone figure in a high-visibility vest standing at a distance, overcast pixel sky in muted greys and greens, atmospheric and slightly absurd tone, no realistic weapons depicted","16-bit JRPG pixel art style, Yishun HDB estate open field at dawn, large flock of pixel art crows perched on a void deck roof and lamp posts, a lone figure in a high-visibility vest standing at a distance, overcast pixel sky in muted greys and greens, atmospheric and slightly absurd tone, no realistic weapons depicted"
52797f65-aa08-4382-89ad-6b8377b80b7d,2026-06-16T15:02:24.62242+00:00,Void deck stabbing in Yishun: PR jailed for knifing girlfriend's husband,dagger,"16-bit JRPG pixel art style, Yishun HDB void deck at night, yellow police tape strung between concrete pillars, dark red pixel art stain on tiled floor, flickering fluorescent light overhead, abandoned plastic chair knocked sideways, ominous shadow cast across the scene, no characters visible, atmospheric dread, muted colour palette with harsh yellow light","16-bit JRPG pixel art style, Yishun HDB void deck at night, yellow police tape strung between concrete pillars, dark red pixel art stain on tiled floor, flickering fluorescent light overhead, abandoned plastic chair knocked sideways, ominous shadow cast across the scene, no characters visible, atmospheric dread, muted colour palette with harsh yellow light"
8f1a294f-60e5-46a5-86cd-88293ceb77b5,2026-06-16T15:04:16.900826+00:00,"Metal bar falls through HDB roof at Chong Pang City, Yishun — work halted",clown,"16-bit JRPG pixel art style, Yishun HDB block rooftop with a jagged hole punched through concrete tiles, a metal bar lodged at an angle through the roof, pixel art construction crane visible in background, caution tape and pixel art hard-hatted workers looking upward in dismay, daytime scene with dramatic shadow, muted grey and orange palette","16-bit JRPG pixel art style, Yishun HDB block rooftop with a jagged hole punched through concrete tiles, a metal bar lodged at an angle through the roof, pixel art construction crane visible in background, caution tape and pixel art hard-hatted workers looking upward in dismay, daytime scene with dramatic shadow, muted grey and orange palette"
0fcd788d-8698-431d-b3b7-136de34e2017,2026-06-16T15:06:11.795227+00:00,Missing 82-year-old Yishun man found safe after days-long search,heart,"16-bit JRPG pixel art style, Yishun HDB heartland at golden hour, an elderly pixel art figure reunited with family near an HDB void deck, warm amber lighting, pixel art potted plants and letterboxes in background, soft glowing lanterns, hopeful and warm atmosphere","16-bit JRPG pixel art style, Yishun HDB heartland at golden hour, an elderly pixel art figure reunited with family near an HDB void deck, warm amber lighting, pixel art potted plants and letterboxes in background, soft glowing lanterns, hopeful and warm atmosphere"
fa63f4b9-3d51-4293-bb95-747058bc0806,2026-06-16T15:08:00.126578+00:00,"SAF regular found dead at Yishun HDB block, police rule out foul play",dagger,"16-bit JRPG pixel art style, Yishun HDB block exterior at dawn, yellow police tape across void deck entrance, pixel art police officers standing near lift lobby, muted grey-blue atmospheric lighting, SAF military beret lying on pixel art ground, somber mood, no human faces visible, HDB block towers looming in background","16-bit JRPG pixel art style, Yishun HDB block exterior at dawn, yellow police tape across void deck entrance, pixel art police officers standing near lift lobby, muted grey-blue atmospheric lighting, SAF military beret lying on pixel art ground, somber mood, no human faces visible, HDB block towers looming in background"
4985a113-fd3b-4395-afaa-df38172c25d8,2026-06-16T15:09:40.870341+00:00,Metal beam falls from Chong Pang City worksite onto Yishun HDB roof,dagger,"16-bit JRPG pixel art style, Yishun HDB rooftop at dusk, large twisted metal beam lodged across concrete roof edge, construction scaffolding visible in background, pixel art warning cones and yellow police tape below, dust particles in air, dark orange sky, atmospheric danger lighting, no human figures","16-bit JRPG pixel art style, Yishun HDB rooftop at dusk, large twisted metal beam lodged across concrete roof edge, construction scaffolding visible in background, pixel art warning cones and yellow police tape below, dust particles in air, dark orange sky, atmospheric danger lighting, no human figures"
44543c3e-d89c-4a7c-87ba-f292890fb567,2026-06-16T15:11:12.941194+00:00,Bus staff assaulted and doused with fire extinguisher by man in Yishun,dagger,"16-bit JRPG pixel art style, Yishun HDB bus interchange interior at daytime, white chemical powder cloud filling the air from a discharged red fire extinguisher on the ground, pixel art bus bays in background, yellow police tape across the scene, flickering fluorescent overhead lights, dark atmospheric undertone despite daylight, scattered pixel debris on tiled floor","16-bit JRPG pixel art style, Yishun HDB bus interchange interior at daytime, white chemical powder cloud filling the air from a discharged red fire extinguisher on the ground, pixel art bus bays in background, yellow police tape across the scene, flickering fluorescent overhead lights, dark atmospheric undertone despite daylight, scattered pixel debris on tiled floor"
1ee0d47c-cfd9-4d78-a762-7c4767f44bef,2026-06-16T15:22:58.589991+00:00,"Burst pipe floods Chong Pang overnight, drowning 25 Yishun shops in chaos",clown,"16-bit JRPG pixel art style, Yishun HDB shophouse row at night, ankle-deep pixel art floodwater reflecting neon shopfront signs, overflowing drain gushing water, distressed pixel art shopkeeper standing in doorway, scattered cardboard boxes floating, dark blue night sky, atmospheric pixel rain effect","16-bit JRPG pixel art style, Yishun HDB shophouse row at night, ankle-deep pixel art floodwater reflecting neon shopfront signs, overflowing drain gushing water, distressed pixel art shopkeeper standing in doorway, scattered cardboard boxes floating, dark blue night sky, atmospheric pixel rain effect"
c2de232a-82f2-432f-a4fa-0854ddc2ad80,2026-06-16T15:24:53.38856+00:00,Cat found strangled with cable tie inside Yishun rubbish chute,dagger,"16-bit JRPG pixel art style, Yishun HDB corridor at night, dark rubbish chute alcove with yellow police tape, pixel art fluorescent corridor lighting casting harsh shadows, ominous atmosphere, small pixel art paw print on tiled floor, no characters visible, muted grey and yellow palette","16-bit JRPG pixel art style, Yishun HDB corridor at night, dark rubbish chute alcove with yellow police tape, pixel art fluorescent corridor lighting casting harsh shadows, ominous atmosphere, small pixel art paw print on tiled floor, no characters visible, muted grey and yellow palette"
eb5be6d9-df0c-4065-8cb7-bf4ff2a7b2ff,2026-06-16T15:26:49.727566+00:00,"Underground pipe leak floods Yishun street, PUB scrambles to investigate",clown,"16-bit JRPG pixel art style, Yishun HDB street scene during daytime, flooded road with pixel art water ripples, orange traffic cones scattered around, a utility works van parked nearby, confused pixel art pedestrians watching from the side, overcast sky, puddles reflecting grey light, manhole cover slightly ajar with water bubbling out","16-bit JRPG pixel art style, Yishun HDB street scene during daytime, flooded road with pixel art water ripples, orange traffic cones scattered around, a utility works van parked nearby, confused pixel art pedestrians watching from the side, overcast sky, puddles reflecting grey light, manhole cover slightly ajar with water bubbling out"
c5b59f20-9467-4c92-95b0-7f6453f8211e,2026-06-16T15:28:30.986688+00:00,Underground pipe bursts and turns Yishun street into impromptu water feature,clown,"16-bit JRPG pixel art style, Yishun HDB residential street flooded with ankle-deep water, pixel art water ripples spreading across road, orange traffic cones placed haphazardly, PUB utility van parked nearby with flashing amber light, overcast daytime sky, puddle reflections of HDB blocks, workers in pixel art safety vests peering into open manhole","16-bit JRPG pixel art style, Yishun HDB residential street flooded with ankle-deep water, pixel art water ripples spreading across road, orange traffic cones placed haphazardly, PUB utility van parked nearby with flashing amber light, overcast daytime sky, puddle reflections of HDB blocks, workers in pixel art safety vests peering into open manhole"
f182162a-9a40-4cd9-8d61-fee9a2718192,2026-06-16T15:29:57.942134+00:00,Kitchen fire breaks out on second floor of Block 839 in Yishun,dagger,"16-bit JRPG pixel art style, Yishun HDB block exterior at mid-morning, second-floor kitchen window with orange pixel art flames and dark smoke billowing upward, SCDF fire engine parked below in void deck area, pixel art firefighter in full gear holding water hose, warm sunlight contrasting with smoky grey sky, detailed HDB facade with laundry poles and window grilles, atmospheric emergency lighting","16-bit JRPG pixel art style, Yishun HDB block exterior at mid-morning, second-floor kitchen window with orange pixel art flames and dark smoke billowing upward, SCDF fire engine parked below in void deck area, pixel art firefighter in full gear holding water hose, warm sunlight contrasting with smoky grey sky, detailed HDB facade with laundry poles and window grilles, atmospheric emergency lighting"
c9f7ed89-20f8-4afa-b139-ddd3edcab879,2026-06-16T15:31:51.269807+00:00,Metal beam crashes through Yishun HDB roof during nearby construction works,dagger,"16-bit JRPG pixel art style, Yishun HDB rooftop at midday, large jagged metal beam lodged diagonally through cracked concrete roof tiles, debris and dust clouds in pixel art style, yellow police tape below, construction crane silhouette visible in background against pale sky, dramatic top-down angle, muted earth tones with orange hazard highlights","16-bit JRPG pixel art style, Yishun HDB rooftop at midday, large jagged metal beam lodged diagonally through cracked concrete roof tiles, debris and dust clouds in pixel art style, yellow police tape below, construction crane silhouette visible in background against pale sky, dramatic top-down angle, muted earth tones with orange hazard highlights"
78a4c7bc-4ab4-420f-9e85-05c08744cc98,2026-06-16T15:33:28.622095+00:00,"Woman, 61, found motionless at foot of Yishun HDB block, pronounced dead",dagger,"16-bit JRPG pixel art style, Yishun HDB void deck at dawn, yellow police cordon tape strung between concrete pillars, pixel art ambulance parked nearby with flashing red and blue lights, dark blue sky transitioning to pale orange, lone flickering void deck fluorescent light, somber and still atmosphere, no human figures visible","16-bit JRPG pixel art style, Yishun HDB void deck at dawn, yellow police cordon tape strung between concrete pillars, pixel art ambulance parked nearby with flashing red and blue lights, dark blue sky transitioning to pale orange, lone flickering void deck fluorescent light, somber and still atmosphere, no human figures visible"
531b668a-3321-439c-9ce0-734048030f35,2026-06-16T15:35:29.703557+00:00,"Yishun woman, 67, charged four times for feeding pigeons near HDB blocks",clown,"16-bit JRPG pixel art style, Yishun HDB void deck at midday, dozens of pixel art pigeons swarming the ground, scattered breadcrumbs, a small elderly figure silhouette in a floral shirt, NEA notice board visible on HDB pillar, warm flat lighting, slightly chaotic cozy energy","16-bit JRPG pixel art style, Yishun HDB void deck at midday, dozens of pixel art pigeons swarming the ground, scattered breadcrumbs, a small elderly figure silhouette in a floral shirt, NEA notice board visible on HDB pillar, warm flat lighting, slightly chaotic cozy energy"
3c766d5a-8cd1-4263-b3dd-fd7dfaa09450,2026-06-16T15:37:11.172393+00:00,"Car catches fire in Yishun carpark, driver walks away unscathed",clown,"16-bit JRPG pixel art style, Yishun HDB open-air carpark during daytime, a pixel art sedan engulfed in orange and yellow flames with thick black smoke rising, surrounding HDB blocks in background, pixel art fire engine parked nearby, bystanders watching from a safe distance, bright midday lighting, slightly comedic tone","16-bit JRPG pixel art style, Yishun HDB open-air carpark during daytime, a pixel art sedan engulfed in orange and yellow flames with thick black smoke rising, surrounding HDB blocks in background, pixel art fire engine parked nearby, bystanders watching from a safe distance, bright midday lighting, slightly comedic tone"
0d9a3095-f709-462c-8dcd-09927cc53fb9,2026-06-16T15:41:05.580709+00:00,Yishun mobility shop director and manager charged over illegal device mods,dagger,"16-bit JRPG pixel art style, Yishun HDB shophouse interior, small retail shop with mobility scooters and e-bikes on display, a workbench with tools and glowing modified wheels, yellow police tape across the entrance, pixel art fluorescent lighting, slightly ominous atmosphere, no human figures visible","16-bit JRPG pixel art style, Yishun HDB shophouse interior, small retail shop with mobility scooters and e-bikes on display, a workbench with tools and glowing modified wheels, yellow police tape across the entrance, pixel art fluorescent lighting, slightly ominous atmosphere, no human figures visible"
e9e7aecb-a15f-4db6-8304-86ecf4bf7517,2026-06-18T01:32:04.339557+00:00,"PMA rider crashes on Yishun pedestrian path, hospitalised",clown,"16-bit JRPG pixel art style, Yishun HDB pedestrian path daytime, overturned small mobility scooter on tiled walkway, pixel art ambulance in background, scattered shopping bags, concerned pixel art bystanders watching from void deck, bright flat lighting, Singapore HDB blocks in background","16-bit JRPG pixel art style, Yishun HDB pedestrian path daytime, overturned small mobility scooter on tiled walkway, pixel art ambulance in background, scattered shopping bags, concerned pixel art bystanders watching from void deck, bright flat lighting, Singapore HDB blocks in background"
6ed3d054-94f0-4165-b34e-603e313089ab,2026-06-27T02:52:17.390288+00:00,Yishun corridor wall — built to block urine-hurling neighbour — ordered down,clown,"16-bit JRPG pixel art style, Yishun HDB sixth-floor corridor, crude wooden wall blocking hallway with cactus plants lined along the top, warm fluorescent corridor lighting, potted plants and HDB doors visible beyond the barrier, slightly absurd and fortress-like atmosphere, pixel art style","16-bit JRPG pixel art style, Yishun HDB sixth-floor corridor, crude wooden wall blocking hallway with cactus plants lined along the top, warm fluorescent corridor lighting, potted plants and HDB doors visible beyond the barrier, slightly absurd and fortress-like atmosphere, pixel art style"
ab14cf1f-3e76-4e66-b3a2-a48826721a7c,2026-06-27T02:55:20.059232+00:00,Four teenagers arrested along Yishun Ring Road for theft spree,dagger,"16-bit JRPG pixel art style, Yishun HDB void deck at night along a wide road, four small pixel art figures being apprehended by uniformed officers, pixel art police car with flashing blue-red lights in background, dark sky, streetlamp casting orange glow on pavement, tense atmospheric lighting","16-bit JRPG pixel art style, Yishun HDB void deck at night along a wide road, four small pixel art figures being apprehended by uniformed officers, pixel art police car with flashing blue-red lights in background, dark sky, streetlamp casting orange glow on pavement, tense atmospheric lighting"
d719abcf-bfab-43ac-a5b0-c6c7f1c50378,2026-06-27T02:57:05.27043+00:00,"Teen pulls knife on Yishun 7-Eleven cashier, walks out with $230",dagger,"16-bit JRPG pixel art style, Yishun HDB shopfront at night, 7-Eleven convenience store interior, flickering fluorescent lights, pixelated knife on counter, scattered pixel art coins and cash, police siren lights flashing outside glass door, dark tense atmosphere, empty aisles, overturned display rack","16-bit JRPG pixel art style, Yishun HDB shopfront at night, 7-Eleven convenience store interior, flickering fluorescent lights, pixelated knife on counter, scattered pixel art coins and cash, police siren lights flashing outside glass door, dark tense atmosphere, empty aisles, overturned display rack"
c6f41173-dbe2-4d74-9bfe-177caaf238e8,2026-06-27T02:58:58.979193+00:00,"Concrete slab falls inside Yishun flat, slices elderly man's leg",dagger,"16-bit JRPG pixel art style, Yishun HDB interior room, cracked ceiling with a jagged concrete chunk fallen to the tiled floor, pixel art dust cloud and debris scattered around, dim fluorescent lighting, aged HDB flat walls with peeling paint, dark atmospheric mood, no human figures visible","16-bit JRPG pixel art style, Yishun HDB interior room, cracked ceiling with a jagged concrete chunk fallen to the tiled floor, pixel art dust cloud and debris scattered around, dim fluorescent lighting, aged HDB flat walls with peeling paint, dark atmospheric mood, no human figures visible"
31b99e83-1d93-461d-86db-8371921d823a,2026-06-27T03:00:36.782954+00:00,Three men arrested after lighting up Yishun sky with illegal Deepavali fireworks,clown,"16-bit JRPG pixel art style, Yishun HDB multi-storey carpark rooftop at night, colourful pixel art fireworks bursting in the dark sky above HDB blocks, three small pixelated figures silhouetted against the light, festive warm orange and gold tones, Deepavali atmosphere, police car with flashing lights approaching in the distance on the street below, celebratory yet doomed mood","16-bit JRPG pixel art style, Yishun HDB multi-storey carpark rooftop at night, colourful pixel art fireworks bursting in the dark sky above HDB blocks, three small pixelated figures silhouetted against the light, festive warm orange and gold tones, Deepavali atmosphere, police car with flashing lights approaching in the distance on the street below, celebratory yet doomed mood"
ce7216d8-8434-43ff-82dc-47b783883e98,2026-06-27T03:02:32.1798+00:00,"Yishun man breaks into neighbour's flat three times in one night, falls asleep during interrogation",dagger,"16-bit JRPG pixel art style, Yishun HDB common corridor at night, dimly lit by flickering fluorescent lamp, bent aluminium window grilles on a flat window, pixel art police officers standing over a slumped figure asleep on the floor, yellow police tape across corridor, dark blue night sky visible through corridor gaps, atmospheric shadow and tension","16-bit JRPG pixel art style, Yishun HDB common corridor at night, dimly lit by flickering fluorescent lamp, bent aluminium window grilles on a flat window, pixel art police officers standing over a slumped figure asleep on the floor, yellow police tape across corridor, dark blue night sky visible through corridor gaps, atmospheric shadow and tension"
0d2996ee-abd9-4d11-b492-13faeee7027a,2026-06-27T03:04:25.88811+00:00,Driver dies after 6 resuscitation attempts following Yishun Ave 1 crash,dagger,"16-bit JRPG pixel art style, Yishun HDB road junction at night, crashed car against metal road divider barrier, skid marks on dark asphalt, pixel art street lamps casting orange glow, police cones and emergency vehicle lights flashing blue and red in background, overcast sky, somber atmospheric lighting, no human figures visible","16-bit JRPG pixel art style, Yishun HDB road junction at night, crashed car against metal road divider barrier, skid marks on dark asphalt, pixel art street lamps casting orange glow, police cones and emergency vehicle lights flashing blue and red in background, overcast sky, somber atmospheric lighting, no human figures visible"
3251f469-3de7-4f22-b126-99101f0feb25,2026-06-27T03:06:22.403433+00:00,Burglar falls to death from 8th floor after breaking into Yishun friend's flat,dagger,"16-bit JRPG pixel art style, Yishun HDB block exterior at dawn, eighth floor kitchen window ajar, narrow air-conditioning ledge visible on facade, yellow police tape at void deck ground level, ambulance pixel sprite parked nearby, dim pre-sunrise sky in muted blues and greys, ominous atmospheric lighting, no human figures depicted","16-bit JRPG pixel art style, Yishun HDB block exterior at dawn, eighth floor kitchen window ajar, narrow air-conditioning ledge visible on facade, yellow police tape at void deck ground level, ambulance pixel sprite parked nearby, dim pre-sunrise sky in muted blues and greys, ominous atmospheric lighting, no human figures depicted"
08d311fe-c5b4-4696-a182-410de635c10f,2026-06-27T03:08:22.91096+00:00,"PMD rider knocks down 12-year-old at Yishun basketball court, charged 18 months later",dagger,"16-bit JRPG pixel art style, Yishun HDB basketball court in daylight, cracked pixel art asphalt, an e-scooter lying on its side near a basketball hoop, pixel art police tape in the background, muted daytime lighting with long shadows, suburban HDB blocks visible in the distance, no people depicted","16-bit JRPG pixel art style, Yishun HDB basketball court in daylight, cracked pixel art asphalt, an e-scooter lying on its side near a basketball hoop, pixel art police tape in the background, muted daytime lighting with long shadows, suburban HDB blocks visible in the distance, no people depicted"
